Anniston-Oxford-Jacksonville non-farm payroll employees increase by 0.2% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405191	2019-09-19 08:44:59	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Tuscaloosa non-farm payroll employees increase by 3.4% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405362	2019-10-24 07:15:59	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Auburn-Opelika non-farm payroll employees increase by 5.1% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405333	2019-10-14 10:24:38	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Mobile non-farm payroll employees increase by 1.1% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405287	2019-10-05 09:13:42	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Decatur non-farm payroll employees increase by 2.7% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405239	2019-09-27 09:25:25	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Montgomery non-farm payroll employees increase by 0.4% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405359	2019-10-23 08:00:48	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Anniston-Oxford-Jacksonville non-farm payroll employees unchanged since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405330	2019-10-13 08:30:35	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Huntsville non-farm payroll employees increase by 2.1% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405284	2019-10-04 08:32:28	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Daphne-Fairhope-Foley non-farm payroll employees increase by 3.4% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405236	2019-09-26 07:16:03	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Mobile non-farm payroll employees increase by 1% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405356	2019-10-22 09:38:12	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Tuscaloosa non-farm payroll employees increase by 2.9% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405327	2019-10-12 09:01:20	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Gadsden non-farm payroll employees increase by 1.6% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405281	2019-10-04 09:08:43	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Birmingham-Hoover non-farm payroll employees increase by 1.7% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405233	2019-09-26 07:20:13	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Huntsville non-farm payroll employees increase by 2.5% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405354	2019-10-21 11:22:33	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Montgomery non-farm payroll employees increase by 0.8% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405324	2019-10-11 08:11:44	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Florence-Muscle Shoals non-farm payroll employees increase by 0.2% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405278	2019-10-03 07:30:15	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Auburn-Opelika non-farm payroll employees increase by 3.4% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405230	2019-09-25 07:46:48	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Mobile non-farm payroll employees increase by 1% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405321	2019-10-11 08:32:22	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Dothan non-farm payroll employees increase by 2.1% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405275	2019-10-03 07:19:53	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Anniston-Oxford-Jacksonville non-farm payroll employees decrease by 0.2% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405227	2019-09-25 07:07:42	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Gadsden non-farm payroll employees increase by 1.1% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405351	2019-10-20 08:07:39	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Huntsville non-farm payroll employees increase by 1.8% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405318	2019-10-10 07:32:06	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Decatur non-farm payroll employees increase by 3.3% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405272	2019-10-02 07:00:52	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Tuscaloosa non-farm payroll employees increase by 3.3% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405224	2019-09-24 09:26:33	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Gadsden non-farm payroll employees increase by 1.1% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405316	2019-10-10 08:55:39	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Daphne-Fairhope-Foley non-farm payroll employees increase by 2.7% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405269	2019-10-02 08:25:31	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Montgomery non-farm payroll employees increase by 1% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405221	2019-09-24 09:26:18	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Florence-Muscle Shoals non-farm payroll employees increase by 0.2% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405314	2019-10-09 07:08:08	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Birmingham-Hoover non-farm payroll employees increase by 1.8% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405266	2019-10-01 07:31:01	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
Mobile non-farm payroll employees increase by 1.3% since last year	Alabama Business Daily	https://pipeline.locallabs.com/stories/513405218	2019-09-23 11:18:54	Alabama Business Daily - Employment #s by MSA Year Over Year Change HLE	Metro Business Network
