26 licenses lapsed in Jackson County during October	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632497	2020-02-20 06:45:49	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
Two licenses lapsed in Monroe County during November	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632482	2020-02-19 07:47:29	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
11 licenses lapsed in Calhoun County during August	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632529	2020-03-04 06:36:17	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
Three licenses lapsed in DeKalb County during October	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632513	2020-02-26 06:55:24	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
Two licenses lapsed in Jackson County during September	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632496	2020-03-04 08:21:54	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
11 licenses lapsed in Monroe County during October	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632480	2020-02-21 06:28:17	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
One license lapsed in Calhoun County during July	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632528	2020-03-13 09:11:17	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
One license lapsed in Escambia County during August	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632512	2020-03-09 10:59:58	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
One license lapsed in Jefferson County during August	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632495	2020-03-08 08:02:19	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
Nine licenses lapsed in Washington County during October	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632479	2020-02-22 08:20:12	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
Two licenses lapsed in Calhoun County during October	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632527	2020-02-27 08:12:18	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
One license lapsed in Fayette County during August	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632511	2020-03-09 11:02:19	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
One license lapsed in Santa Rosa County during October	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632478	2020-03-01 06:16:37	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
One license lapsed in Chambers County during October	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632526	2020-02-29 08:13:09	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
One license lapsed in Fayette County during October	Alabama Business Daily	https://pipeline.locallabs.com/stories/525632510	2020-03-02 10:00:04	Alabama Business Daily - Michigan - Professional Licenses Expiring Compared to same time LY (County - Month) HLE	Metro Business Network
