April 7: COVID-19 linked to 16 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225113	2020-04-08 07:24:05	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 23: COVID-19 linked to 12 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225071	2020-04-24 07:32:49	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
May 3: COVID-19 linked to just under 10 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225028	2020-05-04 10:59:21	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 8: COVID-19 linked to just over 14 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225110	2020-04-09 07:30:59	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 24: COVID-19 linked to 11 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225069	2020-04-25 08:46:25	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
May 4: COVID-19 linked to 8 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225025	2020-05-05 08:08:48	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 9: COVID-19 linked to just over 12 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225107	2020-04-10 08:19:38	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 25: COVID-19 linked to 8 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225066	2020-04-26 09:44:49	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
May 5: COVID-19 linked to 8 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225023	2020-05-06 09:07:21	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 10: COVID-19 linked to just over 9 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225104	2020-04-11 08:57:43	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 26: COVID-19 linked to just under 10 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225063	2020-04-27 10:58:27	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
May 6: COVID-19 linked to just over 6 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225018	2020-05-07 08:22:32	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 11: COVID-19 linked to just under 12 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225102	2020-04-12 08:21:48	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 27: COVID-19 linked to 10 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225060	2020-04-28 09:47:39	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
May 7: COVID-19 linked to 4 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225016	2020-05-08 08:51:20	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 12: COVID-19 linked to just under 12 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225098	2020-04-13 10:31:19	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 28: COVID-19 linked to 11 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225057	2020-04-29 07:29:08	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 13: COVID-19 linked to just over 13 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225096	2020-04-14 08:18:51	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
April 29: COVID-19 linked to just over 10 deaths per day in Miami-Dade County over 3-day period	Florida Business Daily	https://pipeline.locallabs.com/stories/538225054	2020-04-30 09:03:59	Florida Business Daily - Covid-19 Statistics - Trailing 3 day average HLE	Metro Business Network
