1 professional license issued in zip code 91214 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536485082	2020-08-01 09:13:00	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 94564 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536484950	2020-07-06 10:40:03	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 92701 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536485008	2020-07-04 09:01:57	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
3 professional licenses issued in zip code 95624 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536484934	2020-07-05 07:44:13	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 91405 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536485072	2020-06-25 07:32:31	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 92868 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536484998	2020-07-13 10:55:35	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 91901 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536485056	2020-05-23 09:06:29	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 93312 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536484982	2020-06-29 11:47:42	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 92128 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536485040	2020-07-21 08:35:50	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
2 professional licenses issued in zip code 90404 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536485098	2020-06-30 08:35:22	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 94030 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536484966	2020-05-28 07:28:55	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 92337 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536485024	2020-05-15 09:23:18	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 91304 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536485081	2020-06-10 08:57:49	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 94568 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536484949	2020-07-13 10:01:04	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
1 professional license issued in zip code 92704 during Q1 of 2020	California Business Daily	https://pipeline.locallabs.com/stories/536485007	2020-07-05 08:48:55	California Business Daily - California - Professional Licenses Issued (Zip - Quarter) HLE	Metro Business Network
