1 professional license issued in zip code 91901 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536724702	2020-06-23 08:25:01	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 94553 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536723197	2020-07-26 08:30:38	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 92655 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536724016	2020-06-07 09:08:22	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 92111 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536724491	2020-10-05 11:46:03	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 95340 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536723006	2020-08-08 09:08:41	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 92834 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536723849	2020-06-04 08:32:13	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 90706 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536725136	2020-07-17 08:22:31	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
2 professional licenses issued in zip code 95820 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536722879	2020-06-13 08:38:34	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 90045 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536725300	2020-11-10 07:44:06	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 93274 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536723682	2020-11-09 10:30:14	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 91304 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536725027	2020-07-18 08:47:27	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 93455 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536723533	2020-07-31 09:27:28	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 92137 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536724376	2020-06-04 09:49:11	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 91602 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536724862	2020-08-06 09:09:16	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
2 professional licenses issued in zip code 94066 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536723381	2020-09-04 07:05:49	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 92408 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536724214	2020-06-25 07:35:01	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 94564 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536723182	2020-08-28 07:32:16	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 92660 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536724009	2020-11-12 08:05:10	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
2 professional licenses issued in zip code 92115 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536724485	2020-07-24 09:00:52	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 95348 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536722996	2020-10-06 09:33:11	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 92835 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536723846	2020-07-11 09:00:01	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 90712 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536725135	2020-10-29 08:43:20	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 95825 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536722861	2020-10-02 09:55:46	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
1 professional license issued in zip code 90063 during 2020	California Business Daily	https://pipeline.locallabs.com/stories/536725295	2020-06-10 09:03:20	California Business Daily - California - Professional Licenses Issued (Zip - Year) HLE	Metro Business Network
